Gender,Country,Degree,Job Title
Male,United States,Master's degree,
Male,United States,,
Male,Other,Some college/university study without earning a bachelor's degree,
Male,Singapore,Master's degree,
Male,United States,,
Female,India,Professional degree,
Male,United States,I did not complete any formal education past high school,
Male,Other,Bachelor's degree,Software Developer/Software Engineer
"Non-binary, genderqueer, or gender non-conforming",United States,Bachelor's degree,Software Developer/Software Engineer
Female,Nigeria,Some college/university study without earning a bachelor's degree,
Male,People 's Republic of China,Some college/university study without earning a bachelor's degree,
Male,Japan,Professional degree,Scientist/Researcher
Male,India,Bachelor's degree,
Female,United States,I did not complete any formal education past high school,Data Scientist
Male,Indonesia,Bachelor's degree,Other
Male,United States,I did not complete any formal education past high school,
Female,South Korea,Doctoral degree,Data Miner
Male,India,Bachelor's degree,
Male,Japan,Doctoral degree,Data Scientist
Male,Canada,,
Male,India,Bachelor's degree,
Female,United States,Master's degree,
Male,People 's Republic of China,Bachelor's degree,
Female,United States,Doctoral degree,Scientist/Researcher
Male,Other,Bachelor's degree,
Male,Other,Master's degree,Engineer
Male,Malaysia,Bachelor's degree,Other
Male,United States,Some college/university study without earning a bachelor's degree,
Male,United States,Doctoral degree,Predictive Modeler
Male,United States,Master's degree,Scientist/Researcher
Male,India,Bachelor's degree,
Male,Mexico,Master's degree,Computer Scientist
Male,United States,Bachelor's degree,Data Analyst
Male,India,Bachelor's degree,Data Scientist
Male,United States,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Researcher
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Other
Male,Vietnam,Bachelor's degree,Data Analyst
Male,Russia,Master's degree,Business Analyst
Female,People 's Republic of China,Bachelor's degree,
Male,United States,Master's degree,Data Scientist
Male,United States,Master's degree,Statistician
Male,Taiwan,I did not complete any formal education past high school,Engineer
Male,United States,Bachelor's degree,
Male,United States,Master's degree,Operations Research Practitioner
Male,United States,,
Male,United States,Doctoral degree,
Male,United States,Doctoral degree,Scientist/Researcher
Male,Other,Master's degree,Business Analyst
A different identity,United States,Master's degree,Scientist/Researcher
Male,United States,Some college/university study without earning a bachelor's degree,Other
Male,Russia,Master's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Machine Learning Engineer
Male,Mexico,Bachelor's degree,Engineer
Male,India,Master's degree,
Male,Brazil,Master's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Data Scientist
Female,United States,Doctoral degree,Scientist/Researcher
Male,Russia,Doctoral degree,Computer Scientist
Female,Taiwan,Master's degree,Researcher
Male,United States,Bachelor's degree,Programmer
Male,Japan,Bachelor's degree,Other
Male,Brazil,Master's degree,Scientist/Researcher
Male,India,Master's degree,Business Analyst
Male,Taiwan,Master's degree,Programmer
Male,India,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Data Scientist
Male,Argentina,Bachelor's degree,Software Developer/Software Engineer
Male,People 's Republic of China,Bachelor's degree,
Male,United States,Bachelor's degree,Business Analyst
Male,India,Bachelor's degree,
Male,India,I did not complete any formal education past high school,
Female,India,Bachelor's degree,Business Analyst
Female,Kenya,,
Male,People 's Republic of China,Doctoral degree,Data Scientist
Male,Other,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Computer Scientist
Male,Brazil,Master's degree,Machine Learning Engineer
Male,Japan,Master's degree,Data Analyst
Male,India,Bachelor's degree,
Male,United States,Bachelor's degree,Data Scientist
Male,United States,Doctoral degree,Data Scientist
Female,United States,Master's degree,DBA/Database Engineer
Male,People 's Republic of China,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Professional degree,Engineer
Male,Other,Master's degree,Data Scientist
Female,South Korea,I did not complete any formal education past high school,
A different identity,Other,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Male,India,Master's degree,Researcher
Male,People 's Republic of China,Bachelor's degree,Data Scientist
Male,People 's Republic of China,Bachelor's degree,
Male,Other,Some college/university study without earning a bachelor's degree,
Male,United States,Bachelor's degree,Other
Female,United States,Master's degree,Software Developer/Software Engineer
Male,Australia,Master's degree,Software Developer/Software Engineer
Male,Mexico,Some college/university study without earning a bachelor's degree,
Male,United States,Master's degree,
Male,Pakistan,Master's degree,
Male,United States,Bachelor's degree,Computer Scientist
Female,United States,Bachelor's degree,
Male,India,Bachelor's degree,Data Scientist
Male,Taiwan,I did not complete any formal education past high school,
Male,Philippines,Bachelor's degree,Data Analyst
Male,United States,Some college/university study without earning a bachelor's degree,
Male,United States,Doctoral degree,Scientist/Researcher
Male,India,Bachelor's degree,Other
Male,United States,Master's degree,Predictive Modeler
Male,United States,Doctoral degree,Scientist/Researcher
Female,United States,Master's degree,Other
Female,United States,,
Female,United States,Bachelor's degree,Programmer
Male,United States,Master's degree,Other
Male,Canada,Bachelor's degree,Other
Male,Philippines,Bachelor's degree,Data Scientist
Male,United States,Doctoral degree,Data Scientist
Male,Indonesia,Bachelor's degree,Other
Male,India,Bachelor's degree,
Male,France,Master's degree,
Male,Colombia,Professional degree,Other
Male,People 's Republic of China,Master's degree,Machine Learning Engineer
Male,Other,Master's degree,Software Developer/Software Engineer
Female,United States,Bachelor's degree,Business Analyst
Male,Canada,Some college/university study without earning a bachelor's degree,
Male,India,Master's degree,Data Scientist
Male,India,Bachelor's degree,
Male,India,I did not complete any formal education past high school,Other
Male,,Doctoral degree,
Male,Hong Kong,Some college/university study without earning a bachelor's degree,Other
Female,Taiwan,Master's degree,
Male,Australia,Master's degree,Data Scientist
Female,Taiwan,Professional degree,Computer Scientist
Male,Chile,Professional degree,
Male,Australia,Bachelor's degree,
Male,United States,Bachelor's degree,Data Scientist
Female,Australia,Master's degree,Researcher
Male,Colombia,Professional degree,
Male,Taiwan,Bachelor's degree,
Male,India,Master's degree,Researcher
Male,United States,,
Male,Canada,Master's degree,Computer Scientist
Male,Colombia,Bachelor's degree,
Male,United States,Doctoral degree,Statistician
Male,United States,Doctoral degree,Scientist/Researcher
Male,United States,Some college/university study without earning a bachelor's degree,Researcher
Male,India,Bachelor's degree,
Male,Singapore,Bachelor's degree,Other
Female,United States,Bachelor's degree,
Male,Indonesia,Bachelor's degree,
Male,Japan,Doctoral degree,Machine Learning Engineer
Male,Taiwan,Master's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Data Scientist
Male,Australia,Doctoral degree,Data Scientist
Male,United States,Some college/university study without earning a bachelor's degree,Data Scientist
Male,People 's Republic of China,Doctoral degree,Researcher
Male,Hong Kong,Bachelor's degree,Data Scientist
Male,Indonesia,Bachelor's degree,
Male,Other,Master's degree,
Male,South Korea,Master's degree,Computer Scientist
Male,United States,Master's degree,Data Scientist
Male,Colombia,Doctoral degree,Data Scientist
Male,People 's Republic of China,Master's degree,
Male,India,Master's degree,
Male,People 's Republic of China,Some college/university study without earning a bachelor's degree,Other
Male,United States,Master's degree,Data Scientist
Female,Argentina,Professional degree,Data Analyst
Male,United States,Doctoral degree,Data Scientist
Male,United States,Bachelor's degree,Business Analyst
Male,United States,Master's degree,Data Scientist
Female,United States,Doctoral degree,Data Analyst
Male,Russia,Master's degree,Data Analyst
Male,United States,Bachelor's degree,Other
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,People 's Republic of China,Bachelor's degree,Machine Learning Engineer
Male,Brazil,Professional degree,Software Developer/Software Engineer
Male,Hong Kong,,
Male,India,Bachelor's degree,
Male,United States,Bachelor's degree,Business Analyst
Male,United States,Master's degree,Data Scientist
Female,United States,Bachelor's degree,Researcher
Female,India,Bachelor's degree,Business Analyst
Male,Other,Bachelor's degree,Other
Male,United States,Master's degree,
Male,India,Bachelor's degree,
Male,United States,,
Female,United States,Master's degree,Other
Male,United States,,Engineer
Male,United States,Master's degree,
Male,United States,Bachelor's degree,Other
Female,Germany,Master's degree,Scientist/Researcher
Male,India,Master's degree,
A different identity,Other,Master's degree,Other
Male,Other,Some college/university study without earning a bachelor's degree,Predictive Modeler
Female,United States,Doctoral degree,
Male,India,Bachelor's degree,
Female,United States,Master's degree,
Male,Other,,
Male,Belgium,Bachelor's degree,
Male,Australia,Master's degree,
Male,United States,Master's degree,Machine Learning Engineer
Male,United States,Master's degree,Data Scientist
